soc_code,onet_soc_code,occupation_title,software_or_tool,software_category,hot_technology,in_demand,rank
25-4031,25-4031.00,Library Technicians,Adobe InDesign,Desktop publishing software,Y,N,5
25-4031,25-4031.00,Library Technicians,Adobe Photoshop,Graphics or photo imaging software,Y,N,6
25-4031,25-4031.00,Library Technicians,Microsoft Access,Data base user interface and query software,Y,N,7
25-4031,25-4031.00,Library Technicians,Microsoft Outlook,Word processing software,Y,N,8
25-4031,25-4031.00,Library Technicians,Microsoft PowerPoint,Presentation software,Y,N,9
25-4031,25-4031.00,Library Technicians,Microsoft Windows,Operating system software,Y,N,10
25-4031,25-4031.00,Library Technicians,Microsoft Word,Word processing software,Y,N,11
25-4031,25-4031.00,Library Technicians,Adobe Dreamweaver,Web page creation and editing software,N,N,12
25-4031,25-4031.00,Library Technicians,Database software,Data base user interface and query software,N,N,13
25-4031,25-4031.00,Library Technicians,Dynix Digital Library,Library software,N,N,14
25-4031,25-4031.00,Library Technicians,Email software,Electronic mail software,N,N,15
25-4031,25-4031.00,Library Technicians,Ex Libris Group Aleph,Data base user interface and query software,N,N,16
25-4031,25-4031.00,Library Technicians,Ex Libris Group Voyager,Library software,N,N,17
25-4031,25-4031.00,Library Technicians,FileMaker Pro,Data base user interface and query software,N,N,18
25-4031,25-4031.00,Library Technicians,HandyFile Find and Replace Text Aid Kit,Word processing software,N,N,19
25-4031,25-4031.00,Library Technicians,Inmagic TextWorks,Data base user interface and query software,N,N,20
25-9021,25-9021.00,Farm and Home Management Educators,ESRI ArcGIS software,Geographic information system,Y,N,1
25-9021,25-9021.00,Farm and Home Management Educators,Microsoft Excel,Spreadsheet software,Y,N,2
25-9021,25-9021.00,Farm and Home Management Educators,Microsoft Office software,Office suite software,Y,N,3
25-9021,25-9021.00,Farm and Home Management Educators,Microsoft Outlook,Electronic mail software,Y,N,4
25-9021,25-9021.00,Farm and Home Management Educators,Microsoft PowerPoint,Presentation software,Y,N,5
25-9021,25-9021.00,Farm and Home Management Educators,Microsoft SharePoint,Document management software,Y,N,6
25-9021,25-9021.00,Farm and Home Management Educators,Microsoft Word,Word processing software,Y,N,7
25-9021,25-9021.00,Farm and Home Management Educators,SAP software,Enterprise resource planning ERP software,Y,N,8
25-9021,25-9021.00,Farm and Home Management Educators,ServiceNow,Data base user interface and query software,Y,N,9
25-9021,25-9021.00,Farm and Home Management Educators,Adobe Experience Manager (AEM),Web page creation and editing software,N,N,10
25-9021,25-9021.00,Farm and Home Management Educators,Geographic information system GIS software,Geographic information system,N,N,11
25-9021,25-9021.00,Farm and Home Management Educators,Image editing software,Graphics or photo imaging software,N,N,12
25-9021,25-9021.00,Farm and Home Management Educators,Kahoot!,Multi-media educational software,N,N,13
25-9021,25-9021.00,Farm and Home Management Educators,Microsoft Dynamics,Enterprise resource planning ERP software,N,N,14
25-9021,25-9021.00,Farm and Home Management Educators,Microsoft Internet Explorer,Internet browser software,N,N,15
25-9021,25-9021.00,Farm and Home Management Educators,Order management software,Procurement software,N,N,16
25-9021,25-9021.00,Farm and Home Management Educators,Web browser software,Internet browser software,N,N,17
25-9031,25-9031.00,Instructional Coordinators,Microsoft Excel,Spreadsheet software,Y,Y,1
25-9031,25-9031.00,Instructional Coordinators,Microsoft Office software,Office suite software,Y,Y,2
25-9031,25-9031.00,Instructional Coordinators,Microsoft Outlook,Electronic mail software,Y,Y,3
25-9031,25-9031.00,Instructional Coordinators,Microsoft PowerPoint,Presentation software,Y,Y,4
25-9031,25-9031.00,Instructional Coordinators,Articulate Storyline,Computer based training software,N,Y,5
25-9031,25-9031.00,Instructional Coordinators,Learning management system LMS,Computer based training software,N,Y,6
25-9031,25-9031.00,Instructional Coordinators,TechSmith Camtasia,Video creation and editing software,N,Y,7
25-9031,25-9031.00,Instructional Coordinators,Adobe Acrobat,Document management software,Y,N,8
25-9031,25-9031.00,Instructional Coordinators,Adobe After Effects,Video creation and editing software,Y,N,9
25-9031,25-9031.00,Instructional Coordinators,Adobe Creative Cloud software,Graphics or photo imaging software,Y,N,10
25-9031,25-9031.00,Instructional Coordinators,Adobe Illustrator,Graphics or photo imaging software,Y,N,11
25-9031,25-9031.00,Instructional Coordinators,Adobe InDesign,Desktop publishing software,Y,N,12
25-9031,25-9031.00,Instructional Coordinators,Adobe Photoshop,Graphics or photo imaging software,Y,N,13
25-9031,25-9031.00,Instructional Coordinators,Cascading style sheets CSS,Web platform development software,Y,N,14
25-9031,25-9031.00,Instructional Coordinators,Extensible markup language XML,Enterprise application integration software,Y,N,15
25-9031,25-9031.00,Instructional Coordinators,Hypertext markup language HTML,Web platform development software,Y,N,16
25-9031,25-9031.00,Instructional Coordinators,JavaScript,Web platform development software,Y,N,17
25-9031,25-9031.00,Instructional Coordinators,Microsoft Access,Data base user interface and query software,Y,N,18
25-9031,25-9031.00,Instructional Coordinators,Microsoft Project,Project management software,Y,N,19
25-9031,25-9031.00,Instructional Coordinators,Microsoft SharePoint,Document management software,Y,N,20
25-9042,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Microsoft Excel,Spreadsheet software,Y,N,1
25-9042,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Microsoft Office software,Office suite software,Y,N,2
25-9042,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Microsoft Outlook,Electronic mail software,Y,N,3
25-9042,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Microsoft PowerPoint,Presentation software,Y,N,4
25-9042,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Microsoft Word,Word processing software,Y,N,5
25-9042,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Appletree,Computer based training software,N,N,6
25-9042,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Automate the Schools ATS,Data base user interface and query software,N,N,7
25-9042,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Blackboard software,Data base user interface and query software,N,N,8
25-9042,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Children's educational software,Computer based training software,N,N,9
25-9042,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",ClassDojo,Desktop communications software,N,N,10
25-9042,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Email software,Electronic mail software,N,N,11
25-9042,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Flipgrid,Video creation and editing software,N,N,12
25-9042,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Google Classroom,Project management software,N,N,13
25-9042,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Google Meet,Video conferencing software,N,N,14
25-9042,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Hand held spell checkers,Spell checkers,N,N,15
25-9042,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",High School Scheduling and Transcript HSST,Calendar and scheduling software,N,N,16
25-9042,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Kahoot!,Multi-media educational software,N,N,17
25-9042,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Loom,Video creation and editing software,N,N,18
25-9042,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Padlet,Computer based training software,N,N,19
25-9042,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",ParentSquare,Desktop communications software,N,N,20
25-9043,25-9043.00,"Teaching Assistants, Special Education",Microsoft Office software,Office suite software,Y,Y,1
25-9043,25-9043.00,"Teaching Assistants, Special Education",Microsoft Excel,Spreadsheet software,Y,N,2
25-9043,25-9043.00,"Teaching Assistants, Special Education",Microsoft Outlook,Electronic mail software,Y,N,3
25-9043,25-9043.00,"Teaching Assistants, Special Education",Microsoft PowerPoint,Presentation software,Y,N,4
25-9043,25-9043.00,"Teaching Assistants, Special Education",Microsoft Word,Word processing software,Y,N,5
25-9043,25-9043.00,"Teaching Assistants, Special Education",Appletree,Computer based training software,N,N,6
25-9043,25-9043.00,"Teaching Assistants, Special Education",Automate the Schools ATS,Data base user interface and query software,N,N,7
25-9043,25-9043.00,"Teaching Assistants, Special Education",Blackboard software,Data base user interface and query software,N,N,8
25-9043,25-9043.00,"Teaching Assistants, Special Education",Children's educational software,Computer based training software,N,N,9
25-9043,25-9043.00,"Teaching Assistants, Special Education",ClassDojo,Desktop communications software,N,N,10
25-9043,25-9043.00,"Teaching Assistants, Special Education",Email software,Electronic mail software,N,N,11
25-9043,25-9043.00,"Teaching Assistants, Special Education",Flipgrid,Video creation and editing software,N,N,12
25-9043,25-9043.00,"Teaching Assistants, Special Education",Google Classroom,Project management software,N,N,13
25-9043,25-9043.00,"Teaching Assistants, Special Education",Google Meet,Video conferencing software,N,N,14
25-9043,25-9043.00,"Teaching Assistants, Special Education",Hand held spell checkers,Spell checkers,N,N,15
25-9043,25-9043.00,"Teaching Assistants, Special Education",High School Scheduling and Transcript HSST,Calendar and scheduling software,N,N,16
25-9043,25-9043.00,"Teaching Assistants, Special Education",Kahoot!,Multi-media educational software,N,N,17
25-9043,25-9043.00,"Teaching Assistants, Special Education",Loom,Video creation and editing software,N,N,18
25-9043,25-9043.00,"Teaching Assistants, Special Education",Padlet,Computer based training software,N,N,19
25-9043,25-9043.00,"Teaching Assistants, Special Education",ParentSquare,Desktop communications software,N,N,20
25-9044,25-9044.00,"Teaching Assistants, Postsecondary",Microsoft Excel,Spreadsheet software,Y,Y,1
25-9044,25-9044.00,"Teaching Assistants, Postsecondary",Microsoft Office software,Office suite software,Y,Y,2
25-9044,25-9044.00,"Teaching Assistants, Postsecondary",Adobe Photoshop,Graphics or photo imaging software,Y,N,3
25-9044,25-9044.00,"Teaching Assistants, Postsecondary",Google Docs,Word processing software,Y,N,4
25-9044,25-9044.00,"Teaching Assistants, Postsecondary",IBM SPSS Statistics,Analytical or scientific software,Y,N,5
25-9044,25-9044.00,"Teaching Assistants, Postsecondary",Microsoft Outlook,Electronic mail software,Y,N,6
25-9044,25-9044.00,"Teaching Assistants, Postsecondary",Microsoft PowerPoint,Presentation software,Y,N,7
25-9044,25-9044.00,"Teaching Assistants, Postsecondary",Microsoft Word,Word processing software,Y,N,8
25-9044,25-9044.00,"Teaching Assistants, Postsecondary",SAS,Analytical or scientific software,Y,N,9
25-9044,25-9044.00,"Teaching Assistants, Postsecondary",Structured query language SQL,Data base user interface and query software,Y,N,10
25-9044,25-9044.00,"Teaching Assistants, Postsecondary",Blackboard Learn,Computer based training software,N,N,11
25-9044,25-9044.00,"Teaching Assistants, Postsecondary",Collaborative editing software,Word processing software,N,N,12
25-9044,25-9044.00,"Teaching Assistants, Postsecondary",Course management system software,Computer based training software,N,N,13
25-9044,25-9044.00,"Teaching Assistants, Postsecondary",DOC Cop,Information retrieval or search software,N,N,14
25-9044,25-9044.00,"Teaching Assistants, Postsecondary",Desire2Learn LMS software,Computer based training software,N,N,15
25-9044,25-9044.00,"Teaching Assistants, Postsecondary",Email software,Electronic mail software,N,N,16
