geography_type,area_code,geography,education_category,employment_2025,share_of_employment_percent,employment_relative_standard_error,hourly_mean_wage_2025,annual_mean_wage_2025,mean_wage_relative_standard_error,hourly_median_wage_2025,annual_median_wage_2025,annual_wage_p10_2025,annual_wage_p25_2025,annual_wage_p75_2025,annual_wage_p90_2025,source_vintage
State,21,Kentucky,Associate's degree,44900.0,2.2445,1.7,28.89,60080.0,0.7,28.6,59480.0,29000.0,39780.0,75600.0,93400.0,BLS OEWS May 2025 special education aggregation
State,21,Kentucky,Postsecondary nondegree award,139750.0,6.986,1.3,25.26,52540.0,0.6,22.54,46880.0,32450.0,37870.0,60140.0,77340.0,BLS OEWS May 2025 special education aggregation
State,21,Kentucky,"Some college, no degree",52520.0,2.6253,1.6,21.91,45570.0,1.0,20.53,42700.0,27520.0,31820.0,53810.0,67000.0,BLS OEWS May 2025 special education aggregation
State,21,Kentucky,High school diploma or equivalent,770670.0,38.5265,0.4,24.68,51330.0,0.3,22.27,46310.0,29970.0,36740.0,60270.0,78330.0,BLS OEWS May 2025 special education aggregation
State,21,Kentucky,No formal educational credential,494590.0,24.724899999999998,0.5,16.95,35260.0,0.4,15.85,32960.0,22190.0,27450.0,39770.0,49310.0,BLS OEWS May 2025 special education aggregation
State,22,Louisiana,Doctoral or professional degree,45700.0,2.3619,1.8,70.94,147560.0,1.8,54.59,113550.0,57510.0,77670.0,165220.0,324810.0,BLS OEWS May 2025 special education aggregation
State,22,Louisiana,Master's degree,45530.0,2.353,1.4,40.57,84390.0,0.9,34.87,72520.0,38220.0,54570.0,103340.0,134700.0,BLS OEWS May 2025 special education aggregation
State,22,Louisiana,Bachelor's degree,386980.0,19.9999,0.5,43.48,90430.0,0.4,36.91,76770.0,46350.0,58500.0,104280.0,152610.0,BLS OEWS May 2025 special education aggregation
State,22,Louisiana,Associate's degree,41370.0,2.1382000000000003,2.3,31.6,65720.0,0.8,30.1,62610.0,34860.0,46340.0,80110.0,97790.0,BLS OEWS May 2025 special education aggregation
State,22,Louisiana,Postsecondary nondegree award,152910.0,7.902800000000001,1.1,24.52,51010.0,0.5,22.01,45770.0,28920.0,34720.0,59620.0,77460.0,BLS OEWS May 2025 special education aggregation
State,22,Louisiana,"Some college, no degree",40950.0,2.1166,2.0,20.01,41620.0,1.0,18.24,37930.0,22000.0,27970.0,49330.0,62950.0,BLS OEWS May 2025 special education aggregation
State,22,Louisiana,High school diploma or equivalent,718010.0,37.1085,0.4,23.79,49490.0,0.3,21.37,44450.0,24030.0,32210.0,60500.0,79810.0,BLS OEWS May 2025 special education aggregation
State,22,Louisiana,No formal educational credential,503450.0,26.0192,0.5,15.46,32150.0,0.4,14.04,29210.0,18750.0,22720.0,36870.0,47920.0,BLS OEWS May 2025 special education aggregation
State,23,Maine,Doctoral or professional degree,16310.0,2.5453,2.2,85.41,177640.0,2.1,61.62,128160.0,65210.0,84060.0,216990.0,419410.0,BLS OEWS May 2025 special education aggregation
State,23,Maine,Master's degree,17430.0,2.721,2.0,43.59,90660.0,1.1,38.0,79050.0,47110.0,59150.0,110180.0,136130.0,BLS OEWS May 2025 special education aggregation
State,23,Maine,Bachelor's degree,146970.0,22.9422,0.6,46.24,96170.0,0.7,39.92,83040.0,48970.0,63550.0,109810.0,155360.0,BLS OEWS May 2025 special education aggregation
State,23,Maine,Associate's degree,14020.0,2.1886,3.0,34.67,72110.0,1.1,32.7,68020.0,43890.0,52000.0,86170.0,103710.0,BLS OEWS May 2025 special education aggregation
State,23,Maine,Postsecondary nondegree award,43790.0,6.834999999999999,1.3,26.38,54870.0,0.5,24.25,50430.0,39340.0,45680.0,61400.0,74030.0,BLS OEWS May 2025 special education aggregation
State,23,Maine,"Some college, no degree",19880.0,3.1029,3.4,24.85,51680.0,0.6,23.49,48860.0,37400.0,44140.0,58000.0,67230.0,BLS OEWS May 2025 special education aggregation
State,23,Maine,High school diploma or equivalent,228080.0,35.602999999999994,0.5,26.58,55280.0,0.3,23.69,49280.0,36410.0,41420.0,62890.0,79730.0,BLS OEWS May 2025 special education aggregation
State,23,Maine,No formal educational credential,154140.0,24.062,0.6,20.21,42040.0,0.5,18.09,37620.0,31190.0,34710.0,46120.0,57520.0,BLS OEWS May 2025 special education aggregation
State,24,Maryland,Doctoral or professional degree,86800.0,3.1416,2.0,77.81,161850.0,2.2,63.86,132840.0,66820.0,88980.0,195190.0,312000.0,BLS OEWS May 2025 special education aggregation
State,24,Maryland,Master's degree,85820.0,3.1061,1.8,51.23,106560.0,1.7,48.53,100950.0,48880.0,66370.0,134550.0,169880.0,BLS OEWS May 2025 special education aggregation
State,24,Maryland,Bachelor's degree,842800.0,30.5028,0.5,56.22,116940.0,0.4,49.57,103110.0,57610.0,76490.0,144680.0,189350.0,BLS OEWS May 2025 special education aggregation
State,24,Maryland,Associate's degree,64500.0,2.3343,2.7,39.05,81220.0,1.3,37.26,77510.0,39280.0,50450.0,102130.0,125150.0,BLS OEWS May 2025 special education aggregation
State,24,Maryland,Postsecondary nondegree award,161400.0,5.8415,1.8,28.28,58830.0,0.6,24.56,51090.0,37010.0,43410.0,70570.0,88820.0,BLS OEWS May 2025 special education aggregation
State,24,Maryland,"Some college, no degree",60340.0,2.1839,3.3,26.25,54590.0,1.9,23.55,48990.0,33840.0,37440.0,62540.0,79860.0,BLS OEWS May 2025 special education aggregation
State,24,Maryland,High school diploma or equivalent,857320.0,31.0282,0.6,28.11,58470.0,0.3,24.07,50070.0,35210.0,39510.0,68190.0,92420.0,BLS OEWS May 2025 special education aggregation
State,24,Maryland,No formal educational credential,604040.0,21.8617,0.6,19.46,40490.0,0.3,17.65,36720.0,31200.0,33950.0,44270.0,53580.0,BLS OEWS May 2025 special education aggregation
State,25,Massachusetts,Doctoral or professional degree,153530.0,4.2206,1.6,80.9,168270.0,1.4,64.51,134180.0,75180.0,94670.0,208280.0,343720.0,BLS OEWS May 2025 special education aggregation
State,25,Massachusetts,Master's degree,126330.0,3.4728000000000003,1.3,48.4,100670.0,0.6,44.53,92620.0,49150.0,64340.0,126130.0,162640.0,BLS OEWS May 2025 special education aggregation
State,25,Massachusetts,Bachelor's degree,1109620.0,30.5036,0.6,62.89,130800.0,0.4,51.88,107910.0,62400.0,81470.0,163350.0,214500.0,BLS OEWS May 2025 special education aggregation
State,25,Massachusetts,Associate's degree,84210.0,2.3151,2.6,36.35,75610.0,1.1,35.55,73940.0,41910.0,49110.0,98040.0,111150.0,BLS OEWS May 2025 special education aggregation
State,25,Massachusetts,Postsecondary nondegree award,204620.0,5.6252,1.4,29.56,61480.0,0.6,27.99,58220.0,39620.0,46870.0,74060.0,88920.0,BLS OEWS May 2025 special education aggregation
State,25,Massachusetts,"Some college, no degree",93840.0,2.5797999999999996,1.8,27.08,56320.0,0.7,24.88,51750.0,32090.0,39330.0,65620.0,82130.0,BLS OEWS May 2025 special education aggregation
State,25,Massachusetts,High school diploma or equivalent,1136650.0,31.2468,0.6,30.49,63430.0,0.3,26.53,55180.0,37810.0,43770.0,75980.0,100380.0,BLS OEWS May 2025 special education aggregation
State,25,Massachusetts,No formal educational credential,728850.0,20.036099999999998,0.6,20.71,43070.0,0.5,18.34,38140.0,32650.0,35360.0,46810.0,58950.0,BLS OEWS May 2025 special education aggregation
State,26,Michigan,Doctoral or professional degree,104270.0,2.3678,1.0,73.5,152890.0,3.2,56.52,117560.0,62270.0,80660.0,172430.0,314490.0,BLS OEWS May 2025 special education aggregation
State,26,Michigan,Master's degree,96340.0,2.1876,1.5,44.75,93090.0,1.0,39.4,81950.0,46470.0,60810.0,112410.0,140670.0,BLS OEWS May 2025 special education aggregation
State,26,Michigan,Bachelor's degree,1073670.0,24.3809,0.4,48.56,101000.0,0.3,42.03,87430.0,48750.0,64570.0,123870.0,163980.0,BLS OEWS May 2025 special education aggregation
State,26,Michigan,Associate's degree,97380.0,2.2113,1.5,32.0,66560.0,0.6,30.84,64150.0,37010.0,48020.0,80980.0,95690.0,BLS OEWS May 2025 special education aggregation
State,26,Michigan,Postsecondary nondegree award,277070.0,6.2918,1.1,25.75,53570.0,0.4,23.23,48330.0,36700.0,39470.0,61840.0,76900.0,BLS OEWS May 2025 special education aggregation
State,26,Michigan,"Some college, no degree",108780.0,2.4702,2.2,22.48,46760.0,0.5,21.0,43680.0,29650.0,35250.0,55030.0,67260.0,BLS OEWS May 2025 special education aggregation
State,26,Michigan,High school diploma or equivalent,1622040.0,36.8333,0.4,25.69,53440.0,0.2,22.6,47010.0,32490.0,37570.0,62250.0,80180.0,BLS OEWS May 2025 special education aggregation
State,26,Michigan,No formal educational credential,1024180.0,23.2572,0.4,18.52,38510.0,0.3,17.13,35630.0,27480.0,29660.0,43120.0,54110.0,BLS OEWS May 2025 special education aggregation
State,27,Minnesota,Doctoral or professional degree,76270.0,2.5857,1.5,88.15,183350.0,1.7,63.06,131160.0,68430.0,84590.0,215510.0,381280.0,BLS OEWS May 2025 special education aggregation
State,27,Minnesota,Master's degree,66630.0,2.2586,1.7,46.94,97640.0,1.0,40.47,84180.0,50200.0,63060.0,122370.0,159770.0,BLS OEWS May 2025 special education aggregation
State,27,Minnesota,Bachelor's degree,755140.0,25.5995,0.6,51.97,108090.0,0.4,46.98,97720.0,53150.0,72530.0,129450.0,169740.0,BLS OEWS May 2025 special education aggregation
State,27,Minnesota,Associate's degree,68370.0,2.3177,1.8,34.89,72560.0,0.7,33.25,69160.0,41040.0,50840.0,87570.0,105280.0,BLS OEWS May 2025 special education aggregation
State,27,Minnesota,Postsecondary nondegree award,167300.0,5.6716,1.5,28.24,58730.0,0.5,27.13,56420.0,38150.0,46450.0,67140.0,81110.0,BLS OEWS May 2025 special education aggregation
State,27,Minnesota,"Some college, no degree",85480.0,2.8977,1.9,24.65,51280.0,0.5,22.94,47710.0,35320.0,38660.0,59810.0,73890.0,BLS OEWS May 2025 special education aggregation
State,27,Minnesota,High school diploma or equivalent,1073360.0,36.387299999999996,0.5,27.79,57810.0,0.3,24.12,50170.0,35850.0,40800.0,65520.0,89890.0,BLS OEWS May 2025 special education aggregation
State,27,Minnesota,No formal educational credential,657280.0,22.2819,0.5,19.45,40450.0,0.3,17.71,36830.0,27470.0,31120.0,45800.0,58640.0,BLS OEWS May 2025 special education aggregation
State,28,Mississippi,Doctoral or professional degree,24740.0,2.1276,1.8,64.75,134670.0,3.2,47.83,99480.0,49870.0,63400.0,153590.0,305170.0,BLS OEWS May 2025 special education aggregation
State,28,Mississippi,Master's degree,27730.0,2.3838999999999997,2.0,40.89,85040.0,1.2,36.69,76320.0,41370.0,54800.0,103960.0,132580.0,BLS OEWS May 2025 special education aggregation
State,28,Mississippi,Bachelor's degree,196040.0,16.8559,0.6,38.3,79660.0,0.5,31.67,65880.0,41760.0,50110.0,94480.0,130960.0,BLS OEWS May 2025 special education aggregation
State,28,Mississippi,Associate's degree,24310.0,2.0902000000000003,2.4,27.01,56180.0,0.8,26.04,54170.0,29970.0,39400.0,67880.0,81730.0,BLS OEWS May 2025 special education aggregation
State,28,Mississippi,Postsecondary nondegree award,89230.0,7.6721,1.0,23.07,47990.0,0.7,21.41,44520.0,29260.0,34630.0,58280.0,73430.0,BLS OEWS May 2025 special education aggregation
State,28,Mississippi,"Some college, no degree",27990.0,2.4068,1.9,19.26,40060.0,0.8,17.36,36120.0,22100.0,27360.0,48520.0,62380.0,BLS OEWS May 2025 special education aggregation
State,28,Mississippi,High school diploma or equivalent,454200.0,39.0529,0.6,22.26,46300.0,0.2,19.2,39940.0,25620.0,31280.0,55440.0,73900.0,BLS OEWS May 2025 special education aggregation
State,28,Mississippi,No formal educational credential,318790.0,27.410700000000002,0.7,15.07,31340.0,0.3,14.0,29120.0,20680.0,22880.0,36390.0,45180.0,BLS OEWS May 2025 special education aggregation
State,29,Missouri,Doctoral or professional degree,66280.0,2.2574,1.4,73.32,152500.0,2.3,53.59,111460.0,60710.0,78140.0,171700.0,311210.0,BLS OEWS May 2025 special education aggregation
State,29,Missouri,Master's degree,65810.0,2.2416,1.8,42.98,89410.0,1.3,37.05,77060.0,43440.0,55650.0,109130.0,141590.0,BLS OEWS May 2025 special education aggregation
State,29,Missouri,Bachelor's degree,736010.0,25.0679,0.5,43.94,91400.0,0.4,37.88,78800.0,44200.0,57320.0,106350.0,156980.0,BLS OEWS May 2025 special education aggregation
State,29,Missouri,Associate's degree,60250.0,2.0519,2.2,32.6,67800.0,0.9,30.72,63900.0,36940.0,48200.0,82610.0,99950.0,BLS OEWS May 2025 special education aggregation
State,29,Missouri,Postsecondary nondegree award,199200.0,6.7846,1.0,25.09,52200.0,0.6,22.73,47270.0,34560.0,38280.0,61070.0,76110.0,BLS OEWS May 2025 special education aggregation
State,29,Missouri,"Some college, no degree",59890.0,2.0398,2.0,23.24,48330.0,1.3,21.81,45370.0,28600.0,36130.0,56990.0,71300.0,BLS OEWS May 2025 special education aggregation
State,29,Missouri,High school diploma or equivalent,1051640.0,35.8181,0.5,25.11,52220.0,0.3,22.27,46320.0,30410.0,36680.0,60570.0,80080.0,BLS OEWS May 2025 special education aggregation
State,29,Missouri,No formal educational credential,696980.0,23.7387,0.5,18.6,38680.0,0.5,16.72,34790.0,28600.0,29810.0,41490.0,52070.0,BLS OEWS May 2025 special education aggregation
State,30,Montana,Doctoral or professional degree,12790.0,2.4996,2.6,73.89,153700.0,2.0,50.6,105240.0,59750.0,78550.0,163650.0,362590.0,BLS OEWS May 2025 special education aggregation
State,30,Montana,Master's degree,11700.0,2.2870999999999997,1.8,40.29,83800.0,1.1,36.32,75550.0,42920.0,54480.0,102980.0,140250.0,BLS OEWS May 2025 special education aggregation
State,30,Montana,Bachelor's degree,114100.0,22.3032,0.6,42.52,88440.0,0.6,37.92,78870.0,44260.0,59450.0,103560.0,137980.0,BLS OEWS May 2025 special education aggregation
State,30,Montana,Associate's degree,11770.0,2.3006,2.0,31.63,65790.0,0.9,29.86,62110.0,39110.0,47940.0,80330.0,98720.0,BLS OEWS May 2025 special education aggregation
State,30,Montana,Postsecondary nondegree award,31400.0,6.1387,1.7,26.64,55420.0,0.6,24.53,51010.0,37320.0,44370.0,62690.0,76810.0,BLS OEWS May 2025 special education aggregation
State,30,Montana,"Some college, no degree",13300.0,2.5994,3.7,22.02,45800.0,1.2,21.42,44560.0,29360.0,35390.0,53550.0,63250.0,BLS OEWS May 2025 special education aggregation
State,30,Montana,High school diploma or equivalent,181600.0,35.497699999999995,0.6,26.11,54300.0,0.4,23.26,48370.0,32570.0,38790.0,62830.0,81420.0,BLS OEWS May 2025 special education aggregation
State,30,Montana,No formal educational credential,134920.0,26.373700000000003,0.6,18.26,37980.0,0.4,17.36,36120.0,23570.0,29130.0,44180.0,53360.0,BLS OEWS May 2025 special education aggregation
State,31,Nebraska,Doctoral or professional degree,26570.0,2.5936,1.7,71.79,149310.0,1.7,51.01,106090.0,57720.0,76020.0,170090.0,311090.0,BLS OEWS May 2025 special education aggregation
State,31,Nebraska,Master's degree,22660.0,2.2117999999999998,1.4,44.52,92600.0,1.0,39.31,81760.0,46050.0,60860.0,114610.0,138880.0,BLS OEWS May 2025 special education aggregation
State,31,Nebraska,Bachelor's degree,236680.0,23.104599999999998,0.5,44.73,93050.0,0.5,38.49,80050.0,47110.0,61360.0,106950.0,149790.0,BLS OEWS May 2025 special education aggregation
State,31,Nebraska,Associate's degree,19550.0,1.9082999999999999,2.7,32.27,67120.0,1.2,30.64,63730.0,40470.0,49450.0,81230.0,96210.0,BLS OEWS May 2025 special education aggregation
State,31,Nebraska,Postsecondary nondegree award,74200.0,7.2431,1.2,26.25,54600.0,0.4,23.64,49180.0,37560.0,40810.0,62720.0,80650.0,BLS OEWS May 2025 special education aggregation
State,31,Nebraska,"Some college, no degree",29670.0,2.8960999999999997,2.6,21.92,45590.0,1.1,20.65,42960.0,28080.0,35160.0,53660.0,64980.0,BLS OEWS May 2025 special education aggregation
State,31,Nebraska,High school diploma or equivalent,355640.0,34.7184,0.5,25.91,53890.0,0.3,23.02,47880.0,33050.0,38400.0,61890.0,80790.0,BLS OEWS May 2025 special education aggregation
State,31,Nebraska,No formal educational credential,259410.0,25.324,0.5,18.45,38380.0,0.3,17.13,35630.0,28080.0,29710.0,44950.0,50980.0,BLS OEWS May 2025 special education aggregation
State,32,Nevada,Doctoral or professional degree,26470.0,1.7058,3.6,77.56,161320.0,5.5,61.23,127360.0,61430.0,87410.0,172950.0,309260.0,BLS OEWS May 2025 special education aggregation
State,32,Nevada,Master's degree,20700.0,1.3343,2.7,44.59,92740.0,1.4,41.2,85690.0,46490.0,61540.0,116390.0,144080.0,BLS OEWS May 2025 special education aggregation
State,32,Nevada,Bachelor's degree,292790.0,18.8708,1.0,49.84,103670.0,1.4,41.24,85770.0,47830.0,62930.0,124110.0,168080.0,BLS OEWS May 2025 special education aggregation
State,32,Nevada,Associate's degree,30110.0,1.9408,3.1,35.38,73600.0,1.6,33.57,69820.0,38940.0,50500.0,91520.0,109990.0,BLS OEWS May 2025 special education aggregation
State,32,Nevada,Postsecondary nondegree award,82780.0,5.3351,1.8,28.4,59070.0,0.7,24.62,51220.0,36780.0,43400.0,72240.0,88570.0,BLS OEWS May 2025 special education aggregation
State,32,Nevada,"Some college, no degree",31860.0,2.0532,4.0,23.68,49260.0,1.3,22.3,46390.0,29850.0,36190.0,59170.0,72560.0,BLS OEWS May 2025 special education aggregation
State,32,Nevada,High school diploma or equivalent,560300.0,36.1121,0.5,26.46,55030.0,0.4,22.91,47660.0,30190.0,37330.0,63760.0,88350.0,BLS OEWS May 2025 special education aggregation
State,32,Nevada,No formal educational credential,506550.0,32.647800000000004,0.5,19.19,39920.0,0.5,17.57,36540.0,25930.0,29100.0,45320.0,56780.0,BLS OEWS May 2025 special education aggregation
State,33,New Hampshire,Doctoral or professional degree,16290.0,2.3847,2.0,84.79,176360.0,3.0,58.08,120810.0,63780.0,83160.0,224410.0,378260.0,BLS OEWS May 2025 special education aggregation
State,33,New Hampshire,Master's degree,18710.0,2.7379000000000002,2.4,45.53,94700.0,2.5,39.49,82140.0,46360.0,59970.0,117300.0,156370.0,BLS OEWS May 2025 special education aggregation
State,33,New Hampshire,Bachelor's degree,175370.0,25.6656,0.7,53.51,111290.0,0.7,46.46,96640.0,53790.0,71940.0,132930.0,180180.0,BLS OEWS May 2025 special education aggregation
State,33,New Hampshire,Associate's degree,,,,35.61,74060.0,0.8,32.08,66730.0,39040.0,49760.0,93000.0,107080.0,BLS OEWS May 2025 special education aggregation
State,33,New Hampshire,Postsecondary nondegree award,43550.0,6.3739,1.5,28.17,58590.0,0.5,27.02,56200.0,38370.0,46530.0,66430.0,81200.0,BLS OEWS May 2025 special education aggregation
State,33,New Hampshire,"Some college, no degree",,,,24.33,50610.0,0.9,22.66,47130.0,34250.0,38370.0,59210.0,72820.0,BLS OEWS May 2025 special education aggregation
State,33,New Hampshire,High school diploma or equivalent,229730.0,33.6208,0.6,27.88,57990.0,0.5,24.52,50990.0,35810.0,42630.0,65400.0,85280.0,BLS OEWS May 2025 special education aggregation
State,33,New Hampshire,No formal educational credential,163000.0,23.855,0.6,19.12,39780.0,0.4,17.74,36900.0,28380.0,31220.0,45260.0,56440.0,BLS OEWS May 2025 special education aggregation
State,34,New Jersey,Doctoral or professional degree,121000.0,2.8234000000000004,2.0,78.66,163610.0,2.6,63.16,131380.0,63420.0,89990.0,199470.0,327600.0,BLS OEWS May 2025 special education aggregation
